"volatile.acidity","citric.acid","alcohol","pH","sulphates","quality","nivell.qualitat"
0.35,0.4,12,3.23,0.7,7,"Bo"
0.5,0.36,10.9,3.18,0.68,5,"Normal"
0.28,0.45,12.3,3.25,0.55,7,"Bo"
0.32,0.31,10.4,3.17,0.55,6,"Normal"
1.005,0.15,10,3.23,0.48,5,"Normal"
0.71,0,10,3.38,0.58,6,"Normal"
0.58,0.16,11.2,3.22,0.58,6,"Normal"
0.39,0.46,11.4,3.06,0.84,6,"Normal"
0.38,0.4,12.6,3.27,0.75,7,"Bo"
0.18,0.37,12.7,2.89,0.44,6,"Normal"
0.18,0.37,12.7,2.89,0.44,6,"Normal"
0.5,0.14,10.4,3.53,0.61,5,"Normal"
0.36,0.66,11.9,3.2,0.53,6,"Normal"
0.36,0.66,11.9,3.2,0.53,6,"Normal"
0.51,0.09,10.5,3.35,0.54,5,"Normal"
0.32,0.42,12.3,3.27,0.55,6,"Normal"
0.58,0.01,10.5,3.32,0.56,7,"Bo"
0.83,0,10.4,3.33,0.6,6,"Normal"
0.31,0.32,12.6,3.41,0.56,6,"Normal"
0.795,0,11.6,3.49,0.52,5,"Normal"
0.34,0.21,10.1,3.37,0.54,6,"Normal"
0.58,0.01,10.5,3.32,0.56,7,"Bo"
0.59,0,11.5,3.42,0.55,7,"Bo"
0.55,0.01,11,3.35,0.58,7,"Bo"
0.82,0,9.6,3.36,0.53,5,"Normal"
0.57,0.08,10.4,3.3,0.59,6,"Normal"
0.745,0.18,9.7,3.2,0.47,6,"Normal"
0.37,0.34,10.6,3.17,0.65,7,"Bo"
0.31,0.34,12.5,3.22,0.59,7,"Bo"
0.91,0.1,9.2,3.35,0.56,5,"Normal"
0.41,0.41,12.6,3.24,0.77,7,"Bo"
0.5,0.21,11.1,3.33,0.83,6,"Normal"
0.965,0,10.2,3.58,0.67,5,"Normal"
0.49,0.19,9.8,3.38,0.64,6,"Normal"
0.5,0.21,11.1,3.33,0.83,6,"Normal"
0.39,0.41,10.9,3.29,0.81,7,"Bo"
0.39,0.33,12.2,3.36,0.62,6,"Normal"
0.44,0,11.4,3.32,0.58,6,"Normal"
0.78,0,10.7,3.31,0.62,6,"Normal"
0.43,0.17,10.4,3.49,0.64,5,"Normal"
0.49,0.36,10.9,3.27,0.78,6,"Normal"
0.5,0.36,10.8,3.27,0.77,6,"Normal"
0.43,0.17,10.4,3.49,0.64,5,"Normal"
0.46,0.59,9.2,3.03,1.34,5,"Normal"
0.605,0.05,12.9,3.56,0.55,5,"Normal"
0.33,0.42,12.7,3.38,0.77,7,"Bo"
0.64,0.27,9.1,3.13,0.62,6,"Normal"
0.64,0.27,9.1,3.13,0.62,6,"Normal"
0.48,0.53,12.1,3.21,0.59,7,"Bo"
0.42,0.25,9.1,3.15,0.57,5,"Normal"
0.53,0.57,11.6,3.19,0.76,7,"Bo"
0.48,0.53,12.1,3.21,0.59,7,"Bo"
0.23,0.57,9.9,3.14,0.7,6,"Normal"
0.4,0.5,12.5,3.21,0.69,8,"Bo"
0.38,0.44,11.4,3.3,0.64,6,"Normal"
0.29,0.65,11.8,3.22,0.63,6,"Normal"
0.74,0.09,11.8,3.28,0.57,6,"Normal"
0.61,0.18,10.2,3.29,0.6,6,"Normal"
0.52,0.08,12.5,3.4,0.72,7,"Bo"
0.31,0.53,10.9,3.02,0.83,7,"Bo"
0.31,0.53,10.9,3.02,0.83,7,"Bo"
0.62,0.35,10.8,3.31,0.62,5,"Normal"
0.33,0.45,11.1,3.18,0.89,7,"Bo"
0.77,0.2,9.2,3.2,0.58,5,"Normal"
0.35,0.26,9.5,3.4,0.58,6,"Normal"
0.62,0.33,10.7,3.31,0.58,6,"Normal"
0.77,0.2,9.2,3.2,0.58,5,"Normal"
0.25,0.34,10.2,3.44,0.86,7,"Bo"
0.32,0.56,11.4,3.15,0.73,6,"Normal"
0.37,0.65,11,3.27,0.58,5,"Normal"
0.37,0.65,11,3.27,0.58,5,"Normal"
0.3,0.68,12.3,3.01,0.51,7,"Bo"
0.27,0.56,11.8,3.16,0.51,6,"Normal"
0.3,0.68,12.3,3.01,0.51,7,"Bo"
0.38,0.3,9.5,3.42,0.59,6,"Normal"
0.42,0.45,12,3.33,0.77,6,"Normal"
0.38,0.3,9.5,3.42,0.59,6,"Normal"
0.48,0.08,9.6,3.12,0.49,5,"Normal"
0.34,0.4,11.6,3.38,0.66,7,"Bo"
0.19,0.42,11.2,3.29,0.69,6,"Normal"
0.41,0.54,9.9,3.02,0.76,7,"Bo"
0.41,0.54,9.9,3.02,0.76,7,"Bo"
0.26,0.54,11.8,2.98,0.63,8,"Bo"
0.34,0.42,11.4,3.35,0.6,6,"Normal"
0.54,0.09,11.5,3.43,0.59,6,"Normal"
0.31,0.36,12,3.33,0.86,7,"Bo"
0.725,0.09,10.8,3.35,0.49,6,"Normal"
0.4,0.47,10.5,3.15,0.5,5,"Normal"
0.725,0.09,10.8,3.35,0.49,6,"Normal"
0.52,0.38,9.4,3.2,0.52,5,"Normal"
0.31,0.45,12.5,3.15,0.81,7,"Bo"
0.52,0.38,9.4,3.2,0.52,5,"Normal"
0.34,0.42,12.4,3.11,0.78,6,"Normal"
0.49,0.27,12,3.35,0.63,6,"Normal"
0.48,0.09,11.2,3.45,0.54,6,"Normal"
0.49,0.27,12,3.35,0.63,6,"Normal"
0.48,0.34,12.4,3.28,0.66,6,"Normal"
0.57,0.28,12.8,3.41,0.6,5,"Normal"
0.23,0.42,12.3,3.21,0.54,6,"Normal"
0.3,0.41,11.7,3.27,0.85,7,"Bo"
0.78,0.1,9.5,3.36,0.49,5,"Normal"
0.47,0.43,10.8,3.17,0.76,6,"Normal"
0.53,0,10,3.25,0.64,6,"Normal"
0.42,0.27,12.3,3.78,0.64,7,"Bo"
0.33,0.41,11,3.29,0.71,6,"Normal"
0.24,0.39,9.5,3.12,0.59,6,"Normal"
0.4,0.5,13.6,3.49,0.66,6,"Normal"
0.69,0.07,11.3,3.38,0.6,6,"Normal"
0.69,0.07,11.3,3.38,0.6,6,"Normal"
0.69,0.07,11.3,3.38,0.6,6,"Normal"
0.39,0.12,13.3,3.3,0.53,6,"Normal"
0.66,0,12.9,3.52,0.58,5,"Normal"
0.54,0.34,13.1,3.2,0.72,8,"Bo"
0.5,0,12.3,3.44,0.55,6,"Normal"
0.47,0,12.3,3.45,0.48,6,"Normal"
0.4,0.37,11.2,3.12,0.65,6,"Normal"
0.58,0,11.5,3.62,0.62,4,"Dolent"
0.24,0.35,11.3,3.14,0.59,7,"Bo"
0.29,0.26,13.5,3.39,0.54,6,"Normal"
0.76,0,11.5,3.51,0.6,6,"Normal"
0.43,0.33,10,3.22,0.68,5,"Normal"
0.43,0.35,10.5,3.21,0.69,6,"Normal"
0.6,0,10.4,3.18,0.63,6,"Normal"
0.19,0.21,9.5,3.32,0.44,5,"Normal"
0.36,0.34,13.6,3.38,0.88,7,"Bo"
0.48,0.07,11.2,3.37,0.68,7,"Bo"
0.28,0.35,11.8,3.3,0.74,7,"Bo"
0.25,0.43,11.9,3.38,0.6,6,"Normal"
0.52,0.45,11.4,3.22,0.76,6,"Normal"
0.52,0.45,11.4,3.22,0.76,6,"Normal"
0.41,0.15,9.1,3.14,0.58,5,"Normal"
0.51,0.24,9.5,3.34,0.64,6,"Normal"
0.4,0.3,9.5,3.41,0.65,6,"Normal"
0.38,0.32,11,3.27,0.85,6,"Normal"
0.45,0.11,11.4,3.3,0.65,6,"Normal"
0.22,0.3,10,3.61,0.82,6,"Normal"
0.32,0.23,10.1,3.43,0.62,5,"Normal"
0.2,0.43,10.4,3.53,0.81,6,"Normal"
0.5,0.12,9.8,3.28,0.87,6,"Normal"
0.41,0.45,11.8,3.21,0.49,7,"Bo"
0.39,0.42,11.6,3.39,0.66,6,"Normal"
0.35,0.47,12,3.23,0.52,6,"Normal"
0.33,0.32,12.8,3.3,0.76,7,"Bo"
0.58,0.23,12.5,3.46,0.65,6,"Normal"
0.6,0.25,9.8,3.15,0.53,5,"Normal"
0.42,0.35,11.1,3.23,0.66,6,"Normal"
0.58,0,11.4,3.59,0.68,6,"Normal"
0.6,0.25,9.8,3.15,0.53,5,"Normal"
0.18,0.51,11.8,3.33,0.76,7,"Bo"
0.51,0.18,12.9,3.46,0.87,7,"Bo"
0.41,0.43,10.6,3.42,1.16,6,"Normal"
0.41,0.43,10.8,3.16,0.67,5,"Normal"
0.36,0.57,11.1,3.14,0.72,7,"Bo"
0.45,0.43,10.2,3.21,0.75,6,"Normal"
0.32,0.42,11.8,3.14,0.71,7,"Bo"
0.785,0.24,10,3.29,0.67,5,"Normal"
0.785,0.24,10,3.29,0.67,5,"Normal"
0.44,0.5,9.4,3.01,1.1,5,"Normal"
0.54,0.26,10.2,2.94,0.98,5,"Normal"
0.33,0.39,12.4,3.32,0.88,7,"Bo"
0.34,0.27,12,3.21,0.56,6,"Normal"
0.5,0.29,11.5,3.32,0.62,6,"Normal"
0.36,0.34,10.5,3.2,0.67,6,"Normal"
0.59,0,10.8,3.42,0.68,6,"Normal"
0.42,0.46,12.3,3.27,0.74,6,"Normal"
0.36,0.31,9.5,3.46,0.62,6,"Normal"
0.36,0.31,9.5,3.46,0.62,6,"Normal"
0.61,0,11.5,3.61,0.7,6,"Normal"
0.88,0.03,11.2,3.58,0.5,4,"Dolent"
0.66,0,12.7,3.35,0.66,7,"Bo"
0.915,0,11.4,3.68,0.73,5,"Normal"
0.35,0.33,11,3.27,0.81,6,"Normal"
0.35,0.33,11,3.27,0.81,6,"Normal"
0.39,0.43,11.4,3.19,0.46,5,"Normal"
0.4,0.4,10.5,3.38,0.86,6,"Normal"
0.66,0.07,9.3,3.29,0.6,5,"Normal"
0.64,0.23,10.9,3.36,0.7,5,"Normal"
0.43,0.3,11.9,3.33,0.46,6,"Normal"
0.8,0.03,12.2,3.52,0.5,5,"Normal"
0.43,0.3,11.9,3.33,0.46,6,"Normal"
0.64,0.23,10.9,3.36,0.7,5,"Normal"
0.955,0.05,9.6,3.3,0.44,4,"Dolent"
0.4,0.57,12.5,3.28,0.57,6,"Normal"
0.885,0,10.8,3.56,0.51,5,"Normal"
0.25,0.37,12.4,3.52,0.8,7,"Bo"
0.885,0,10.8,3.56,0.51,5,"Normal"
0.745,0.12,9.5,3.22,0.59,6,"Normal"
0.43,0.22,9.5,3.52,0.6,6,"Normal"
0.58,0.23,9.5,3.21,0.58,6,"Normal"
0.57,0.21,9.8,3.16,0.54,6,"Normal"
0.26,0.26,10.9,3.15,0.79,6,"Normal"
0.58,0.23,9.5,3.21,0.58,6,"Normal"
0.57,0.21,9.8,3.16,0.54,6,"Normal"
0.34,0.36,11.2,3.27,0.54,7,"Bo"
0.42,0.39,11.7,3.35,0.69,8,"Bo"
0.74,0.19,9.4,3.14,0.55,5,"Normal"
0.36,0.46,11,3.4,0.85,7,"Bo"
0.36,0.46,11,3.4,0.85,7,"Bo"
0.36,0.46,11,3.4,0.85,7,"Bo"
0.72,0.55,10,3.35,0.94,5,"Normal"
0.36,0.46,11,3.4,0.85,7,"Bo"
0.39,0.43,11.2,3.45,0.87,7,"Bo"
0.65,0.02,10.4,3.35,0.62,6,"Normal"
0.44,0.15,9.3,3.32,0.62,5,"Normal"
0.65,0.02,10.4,3.35,0.62,6,"Normal"
0.38,0.42,10.5,3.15,0.75,6,"Normal"
0.33,0.46,10.4,3.1,0.48,6,"Normal"
0.27,0.46,11.3,3.26,0.56,6,"Normal"
0.57,0.31,9.5,3.29,0.69,6,"Normal"
0.34,0.37,12,3.23,0.81,6,"Normal"
0.4,0.31,10.6,3.24,0.69,6,"Normal"
0.39,0.4,10.9,3.2,0.83,6,"Normal"
0.32,0.52,11.5,3.28,0.77,6,"Normal"
0.32,0.52,11.5,3.28,0.77,6,"Normal"
0.53,0.22,9.6,3.26,0.46,6,"Normal"
0.36,0.47,12,3.23,0.76,6,"Normal"
0.39,0.49,10.3,3.07,0.82,6,"Normal"
0.46,0.23,9.4,3.15,0.51,5,"Normal"
0.58,0.03,9.2,3.02,0.47,5,"Normal"
0.58,0.25,9.6,3.27,0.72,5,"Normal"
0.42,0,13.6,3.68,0.73,7,"Bo"
0.43,0.29,9.5,3.4,0.64,5,"Normal"
0.18,0.34,11.8,3.37,0.78,6,"Normal"
0.815,0.01,10.8,3.38,0.62,5,"Normal"
0.43,0.29,9.5,3.4,0.64,5,"Normal"
0.23,0.37,9.3,3.23,0.49,4,"Dolent"
0.75,0.01,12.8,3.39,0.4,6,"Normal"
0.33,0.32,11.5,3.3,0.56,4,"Dolent"
0.55,0,9.4,3.26,0.64,6,"Normal"
0.75,0.01,12.8,3.39,0.4,6,"Normal"
0.73,0,9.6,3.38,0.46,4,"Dolent"
0.67,0,11.8,3.45,0.56,4,"Dolent"
0.61,0.2,9.3,3.1,0.4,5,"Normal"
0.37,0.39,9.8,3.16,0.59,5,"Normal"
0.4,0.41,12.2,3.22,0.6,6,"Normal"
0.56,0.22,9.5,3.37,0.62,5,"Normal"
0.29,0.25,10.3,3.33,0.54,6,"Normal"
0.55,0.19,10.5,3.49,0.68,5,"Normal"
0.74,0.07,10,3.12,0.48,5,"Normal"
0.55,0.19,10.5,3.49,0.68,5,"Normal"
0.41,0.33,11.1,3.41,0.75,6,"Normal"
0.6,0.01,10.9,3.4,0.61,6,"Normal"
0.6,0.01,10.9,3.4,0.61,6,"Normal"
0.58,0.14,9.8,3.28,0.59,5,"Normal"
0.72,0,9.8,3.45,0.58,5,"Normal"
0.66,0,9.5,3.43,0.58,5,"Normal"
0.7,0.06,10.9,3.4,0.69,5,"Normal"
0.64,0.02,11,3.47,0.45,5,"Normal"
0.59,0.22,9.2,3.1,0.42,5,"Normal"
0.58,0.28,11,3.32,0.7,6,"Normal"
0.64,0,11.3,3.44,0.63,6,"Normal"
0.64,0,11.3,3.44,0.63,6,"Normal"
0.635,0.68,9.3,3.02,1.15,5,"Normal"
1.02,0,11.2,3.59,0.55,4,"Dolent"
0.45,0.38,9.8,3.15,0.58,5,"Normal"
0.78,0,9.6,3.37,0.46,4,"Dolent"
0.37,0.32,11.8,3.38,0.72,6,"Normal"
0.57,0.05,10.3,3.38,0.6,6,"Normal"
0.57,0.05,10.3,3.38,0.6,6,"Normal"
0.43,0.5,11.4,3.1,0.87,6,"Normal"
0.41,0.31,9.5,3.47,0.55,6,"Normal"
0.49,0.03,14,3.5,0.82,8,"Bo"
0.38,0.01,14,3.7,0.75,6,"Normal"
0.44,0.2,11.7,3.38,0.57,6,"Normal"
0.46,0,11.2,3.5,0.53,5,"Normal"
0.58,0.2,9.3,3.1,0.43,5,"Normal"
0.58,0.13,11.2,3.24,0.53,6,"Normal"
0.715,0.22,9.5,3.24,0.54,6,"Normal"
0.4,0.4,12,3.28,0.56,4,"Dolent"
0.69,0,9.7,3.35,0.6,6,"Normal"
0.715,0.22,9.5,3.24,0.54,6,"Normal"
0.3,0.39,11.5,3.14,0.57,7,"Bo"
0.46,0.2,10.4,3.37,0.64,6,"Normal"
0.46,0.2,10.4,3.37,0.64,6,"Normal"
0.765,0,10.9,3.33,0.68,6,"Normal"
0.63,0.28,10.2,3.26,0.63,6,"Normal"
0.42,0.19,10.9,3.39,0.56,5,"Normal"
0.37,0.5,10.5,3.15,0.57,5,"Normal"
0.16,0.44,12.4,3.35,0.54,6,"Normal"
0.6,0.08,13,3.22,0.37,5,"Normal"
0.6,0.3,10.2,3.3,1.17,5,"Normal"
0.6,0.3,10.2,3.3,1.17,5,"Normal"
0.74,0,11,3.36,0.59,5,"Normal"
0.635,0.1,10.9,3.29,0.75,6,"Normal"
0.395,0.13,12.4,3.62,0.67,6,"Normal"
0.755,0,9.7,3.34,0.49,4,"Dolent"
0.635,0.1,10.9,3.29,0.75,6,"Normal"
0.63,0,9.5,3.2,0.45,5,"Normal"
0.63,0,9.5,3.2,0.45,5,"Normal"
0.53,0.14,12.1,3.35,0.61,6,"Normal"
0.6,0,12.2,3.45,0.56,6,"Normal"
1.58,0,10.9,3.5,0.4,3,"Dolent"
0.645,0,12.5,3.78,0.61,6,"Normal"
0.86,0.07,11.7,3.6,0.74,6,"Normal"
0.37,0.32,11.2,3.3,0.8,6,"Normal"
0.28,0.44,11.2,3.36,0.66,5,"Normal"
0.79,0.21,9.2,3.12,0.44,5,"Normal"
0.61,0.26,9.8,3.3,0.53,5,"Normal"
0.69,0.32,10.1,3.29,0.62,5,"Normal"
0.68,0.09,11.1,3.41,0.52,4,"Dolent"
0.69,0.32,10.1,3.29,0.62,5,"Normal"
0.62,0.1,9.2,3.28,0.61,5,"Normal"
0.61,0.26,9.8,3.3,0.53,5,"Normal"
0.51,0.15,12.8,3.33,0.59,6,"Normal"
1.18,0.21,10.5,3.34,0.47,5,"Normal"
0.36,0.21,10.1,3.4,0.54,6,"Normal"
0.36,0.21,10.1,3.4,0.53,6,"Normal"
0.63,0.27,9.8,3.26,0.58,6,"Normal"
0.74,0,12.5,4.01,0.59,6,"Normal"
0.44,0.46,11.9,3.18,0.69,6,"Normal"
0.63,0.27,9.8,3.26,0.58,6,"Normal"
0.76,0.68,9.1,2.9,1.33,6,"Normal"
0.66,0.34,10.1,3.26,0.66,5,"Normal"
0.74,0,12.5,4.01,0.59,6,"Normal"
0.34,0.42,11.4,3.18,0.55,5,"Normal"
0.36,0.39,11,3.18,0.82,7,"Bo"
0.46,0.24,10.6,3.39,0.6,6,"Normal"
0.46,0.24,10.6,3.39,0.6,6,"Normal"
0.46,0.24,10.6,3.39,0.6,6,"Normal"
0.46,0.24,10.6,3.39,0.6,6,"Normal"
0.52,0.11,9.3,3.34,0.52,5,"Normal"
0.6,0.26,9.8,3.29,0.56,6,"Normal"
0.6,0.26,9.8,3.29,0.56,6,"Normal"
0.87,0.26,9.2,3.26,0.46,5,"Normal"
0.39,0.1,9.7,3.09,0.43,6,"Normal"
0.775,0.22,9.6,3.18,0.51,5,"Normal"
0.835,0,10,3.39,0.52,5,"Normal"
0.58,0.02,12.6,3.38,0.66,6,"Normal"
0.5,0,9.5,3.36,0.45,5,"Normal"
0.5,0,9.5,3.36,0.45,5,"Normal"
0.5,0,9.5,3.36,0.45,5,"Normal"
0.51,0.02,10.5,3.36,0.54,6,"Normal"
0.51,0.02,10.5,3.36,0.54,6,"Normal"
0.51,0.02,10.5,3.36,0.54,6,"Normal"
0.54,0.02,10.4,3.37,0.51,6,"Normal"
0.51,0.02,10.5,3.36,0.54,6,"Normal"
0.42,0.48,11,3.09,0.53,5,"Normal"
0.44,0.24,10.2,3.25,0.53,6,"Normal"
0.59,0.01,11.4,3.52,0.56,5,"Normal"
0.655,0.03,9.5,3.34,0.39,5,"Normal"
0.655,0.03,9.5,3.34,0.39,5,"Normal"
0.57,0,10.8,3.41,0.52,5,"Normal"
0.6,0.29,10,3.34,0.57,5,"Normal"
0.62,0.01,11.8,3.32,0.51,6,"Normal"
0.645,0.03,10.3,3.37,0.46,5,"Normal"
0.645,0.03,10.3,3.37,0.46,5,"Normal"
0.58,0.03,10,3.35,0.52,5,"Normal"
0.32,0.25,10.1,3.36,0.44,5,"Normal"
0.34,0.25,10.1,3.36,0.44,5,"Normal"
0.43,0.24,11.1,3.6,0.59,6,"Normal"
0.64,0.17,9.5,3.28,0.5,5,"Normal"
0.475,0.4,10.0333333333333,3.07,0.65,6,"Normal"
0.54,0.31,10.9,3.24,0.56,5,"Normal"
0.85,0.14,10.1,3.36,0.54,5,"Normal"
0.475,0.4,10.0333333333333,3.07,0.65,6,"Normal"
0.83,0.27,9.8,3.29,0.48,4,"Dolent"
0.605,0.02,11.8,3.46,0.53,6,"Normal"
0.5,0.09,9.5,3.18,0.62,5,"Normal"
0.74,0.08,9.8,3.24,0.5,5,"Normal"
0.54,0.3,10.5,3.25,1.18,6,"Normal"
0.77,0.32,9.8,3.27,0.5,6,"Normal"
0.61,0,10.4,3.33,0.37,4,"Dolent"
0.78,0.51,9.2,3,1.17,5,"Normal"
0.58,0.56,11.6,3.21,1.03,6,"Normal"
0.78,0.51,9.2,3,1.17,5,"Normal"
0.75,0.27,9.3,3.24,0.45,5,"Normal"
0.815,0,9.8,3.32,0.51,3,"Dolent"
0.56,0.26,9.9,3.26,0.52,5,"Normal"
0.885,0.2,10,3.11,0.46,5,"Normal"
0.49,0.26,12.2,3.71,0.62,6,"Normal"
0.45,0.15,9.9,3.29,0.51,6,"Normal"
0.57,0.02,10.8,3.36,0.62,6,"Normal"
0.57,0.02,10.8,3.36,0.62,6,"Normal"
0.83,0.09,9.6,3.38,0.45,5,"Normal"
0.6,0.22,9.9,3.3,0.49,5,"Normal"
0.6,0.22,9.9,3.3,0.49,5,"Normal"
0.755,0.15,9.5,3.19,0.5,5,"Normal"
0.81,0.25,9.2,3.19,0.42,5,"Normal"
0.64,0.07,9.6,3.3,0.58,5,"Normal"
0.64,0.07,9.6,3.3,0.58,5,"Normal"
0.64,0.31,10.3,3.35,0.68,5,"Normal"
0.48,0.02,9.7,3.1,0.53,5,"Normal"
0.49,0,12.5,3.58,0.59,6,"Normal"
0.64,0.22,11,3.37,0.58,5,"Normal"
0.62,0.06,9.8,3.17,0.48,5,"Normal"
0.52,0.25,10.2,3.3,0.48,5,"Normal"
0.57,0.14,9.2,3.32,0.48,5,"Normal"
0.685,0.1,9.55,3.31,0.65,6,"Normal"
0.675,0.1,9.55,3.31,0.65,5,"Normal"
0.59,0.26,9.9,3.28,0.52,5,"Normal"
0.6,0.12,10.2,3.52,0.62,7,"Bo"
0.67,0,11.1,3.42,0.72,6,"Normal"
0.69,0.21,9.9,3.25,0.51,5,"Normal"
0.69,0.21,9.9,3.25,0.51,5,"Normal"
0.3,0.42,11.9,3.44,0.82,6,"Normal"
0.33,0.33,10,3.23,1.1,8,"Bo"
0.5,0.39,10.7,3.43,0.62,6,"Normal"
0.28,0.3,11.3,3.28,0.9,7,"Bo"
0.24,0.34,10.9,3.22,0.94,6,"Normal"
0.51,0,10.7,3.54,0.93,6,"Normal"
0.29,0.36,12.4,3.27,1.01,7,"Bo"
0.51,0,10.7,3.54,0.93,6,"Normal"
0.96,0,11.9,3.5,0.44,6,"Normal"
0.47,0.4,10.6,3.56,0.73,6,"Normal"
0.24,0.34,10.9,3.22,0.94,6,"Normal"
0.57,0.25,10.1,3.04,0.9,5,"Normal"
0.32,0.59,9.6,3.2,0.78,5,"Normal"
0.58,0,9.4,3.56,0.84,5,"Normal"
0.32,0.59,9.6,3.2,0.78,5,"Normal"
0.34,0.33,12.1,3.35,0.77,7,"Bo"
0.53,0.01,9.8,3.16,0.46,5,"Normal"
0.64,0.21,9.9,3.27,0.45,5,"Normal"
0.53,0.01,9.8,3.16,0.46,5,"Normal"
0.4,0.18,9.4,3.34,0.58,5,"Normal"
0.54,0,11.4,3.39,0.84,6,"Normal"
0.53,0.09,11,3.5,0.67,4,"Dolent"
0.26,0.37,9.6,3.26,0.7,6,"Normal"
0.26,0.37,9.6,3.26,0.7,6,"Normal"
0.23,0.37,12.1,3.41,0.71,6,"Normal"
0.41,0.33,11.2,3.3,0.58,5,"Normal"
0.64,0,11,3.31,0.63,5,"Normal"
0.18,0.4,11.3,3.33,0.93,5,"Normal"
0.41,0.24,10.4,3.37,0.62,5,"Normal"
0.43,0.31,9.9,3.26,0.54,6,"Normal"
0.44,0,11.7,3.48,0.85,6,"Normal"
0.4,0.16,10.1,3.42,0.74,7,"Bo"
0.54,0.37,9,3.18,0.77,6,"Normal"
0.54,0.37,9,3.18,0.77,6,"Normal"
0.38,0.38,8.5,3.15,0.65,5,"Normal"
0.915,0.29,11.1,3.53,0.54,5,"Normal"
0.59,0,10.3,3.41,0.47,5,"Normal"
0.67,0.02,11.0666666666667,3.32,0.68,6,"Normal"
0.37,0.32,11.3,3.23,0.73,7,"Bo"
0.785,0.19,9.56666666666667,3.16,0.52,6,"Normal"
0.63,0.02,9.8,3.4,0.75,5,"Normal"
0.58,0.2,11.7,3.38,0.49,5,"Normal"
0.67,0.02,11.1,3.32,0.68,6,"Normal"
0.785,0.19,9.6,3.16,0.52,6,"Normal"
0.63,0.02,9.8,3.4,0.75,5,"Normal"
0.67,0,9.7,3.4,0.74,5,"Normal"
0.58,0.01,9.7,3.4,0.73,5,"Normal"
0.38,0.31,11.3,3.23,0.76,8,"Bo"
0.37,0.32,11.3,3.23,0.73,7,"Bo"
0.32,0.44,11,3.33,0.78,7,"Bo"
0.58,0.02,11.6,3.35,0.76,7,"Bo"
0.49,0.33,9,3.41,0.58,5,"Normal"
0.45,0.63,10.9,3.21,0.69,6,"Normal"
0.9,0,10.9,3.5,0.63,6,"Normal"
0.54,0.06,10.55,3.3,0.5,6,"Normal"
0.49,0.33,9,3.41,0.58,5,"Normal"
0.29,0.4,10.5,3.39,0.6,5,"Normal"
0.2,0.35,11.9,3.32,0.8,7,"Bo"
0.42,0.09,10.4,3.41,0.68,6,"Normal"
0.785,0,10,3.59,0.61,4,"Dolent"
0.64,0.03,10.4,3.36,0.58,6,"Normal"
0.63,0.01,10.8,3.34,0.53,6,"Normal"
0.59,0.1,9.7,3.41,0.67,5,"Normal"
0.59,0.1,9.7,3.41,0.67,5,"Normal"
0.48,0.32,10,3.3,0.65,7,"Bo"
1.04,0.08,11,3.52,0.57,4,"Dolent"
0.48,0.32,10,3.3,0.65,7,"Bo"
0.98,0.05,9.7,3.31,0.55,3,"Dolent"
0.69,0.11,9.7,2.88,0.47,5,"Normal"
0.7,0.08,12.6,3.43,0.52,5,"Normal"
0.35,0.6,11.1,3.38,0.79,6,"Normal"
0.6,0.08,11,3.38,0.54,5,"Normal"
0.5,0.5,8.8,3.16,0.75,5,"Normal"
0.47,0.11,13.5666666666667,3.54,0.88,7,"Bo"
0.5,0.5,8.8,3.16,0.75,5,"Normal"
0.47,0.11,13.6,3.54,0.88,7,"Bo"
0.875,0.05,10.2,3.4,0.52,3,"Dolent"
0.28,0.6,10.6,3.39,0.68,5,"Normal"
0.62,0.03,10.1,3.66,0.62,4,"Dolent"
0.28,0.6,10.6,3.39,0.68,5,"Normal"
0.58,0.54,10.3,3.33,0.57,4,"Dolent"
0.33,0.44,10.7,3.35,0.61,5,"Normal"
0.91,0.06,10.9,3.53,0.64,4,"Dolent"
0.655,0.16,9.7,3.37,0.55,5,"Normal"
0.68,0.21,10.3,3.38,0.6,5,"Normal"
0.64,0.05,10.6,3.52,0.78,5,"Normal"
0.54,0.04,11.4,3.72,0.58,5,"Normal"
0.57,0.1,10.8,3.44,0.76,6,"Normal"
0.22,0.49,12.4,3.39,0.56,6,"Normal"
0.54,0.04,11.4,3.72,0.58,5,"Normal"
0.65,0.06,11.95,3.57,0.54,5,"Normal"
0.54,0.26,9.7,3.26,0.59,5,"Normal"
0.31,0.09,10,3.42,0.7,7,"Bo"
0.43,0.02,10.6,3.35,0.81,6,"Normal"
0.54,0.26,9.7,3.26,0.59,5,"Normal"
0.74,0.03,11.5,3.45,0.63,6,"Normal"
0.895,0.04,10.8,3.53,0.58,6,"Normal"
0.74,0.03,11.5,3.45,0.63,6,"Normal"
0.725,0.04,9.6,3.26,0.53,5,"Normal"
0.82,0.29,9.4,3.16,0.53,5,"Normal"
0.585,0.18,9.8,3.31,0.54,5,"Normal"
0.44,0.39,11,3.51,0.69,6,"Normal"
0.38,0.57,11.4,3.36,0.55,6,"Normal"
0.76,0.02,9.95,3.55,0.63,3,"Dolent"
0.81,0.05,10.8,3.51,0.66,6,"Normal"
0.38,0.57,11.4,3.36,0.55,6,"Normal"
0.27,0.6,10.6,3.38,0.72,6,"Normal"
0.18,0.4,11.1,3.28,0.7,5,"Normal"
0.36,0.21,9.7,3.47,0.77,6,"Normal"
0.69,0.04,9.8,3.44,0.67,5,"Normal"
0.79,0.04,10.4,3.53,0.65,6,"Normal"
